mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,zcr,chroma_mean,label
-525.8961,37.291576,12.462365,28.250542,-2.1772332,-27.245518,-18.947474,6.7244463,-28.528166,3.3889444,1.2049426,2.3730168,8.79199,2674.3235784210324,0.05439600716309824,0.24007635,female5
-528.43146,82.98705,13.237906,-27.051218,-47.800915,13.651085,16.65937,-14.517797,-11.779346,13.203947,-18.0069,16.014767,13.507787,2100.985800644936,0.061657262731481484,0.27221543,female5
-532.8674,78.37391,42.810127,-34.058666,-28.951008,12.031183,8.494986,-16.969906,-22.697456,4.149102,-3.8553517,6.7832913,12.365212,2212.0519058068694,0.04031666402284264,0.22938763,female5
-300.3175,14.172602,-68.41013,-15.089437,-49.507965,8.0852585,44.186665,-34.033813,7.957725,2.1782994,-5.5872383,6.7849255,-10.288261,2249.3298228157278,0.10055579668209877,0.26400876,female6
-271.9218,5.033727,-76.68813,3.0225642,-25.450642,-15.021056,15.99882,-11.895761,21.819801,-3.0716937,-17.87593,1.8186513,-6.7397537,2332.2939833319438,0.09835999503968254,0.25175953,female6
-404.11523,-31.555296,-0.17239165,59.05912,-10.909578,-36.98277,13.7751,-23.457932,-23.444508,-8.595069,-5.1207447,6.6973405,-13.690603,2953.27788695256,0.11223578891871165,0.22618218,female6
-337.84088,13.589505,-27.627794,-21.668747,-46.050472,-6.5934844,29.458763,-24.693188,-0.31386974,6.0230865,-2.0558445,10.792101,-7.855001,1914.9889106099217,0.06920004045307443,0.20678172,female6
-433.3198,10.383033,16.01755,2.351278,-20.00407,6.2517304,7.9174237,-24.605932,-39.093838,1.9183818,-15.582041,20.442635,-15.084431,2205.943938640566,0.05104333067092652,0.18534833,female6
-295.73132,-8.309604,-94.056564,-5.8392377,-32.176945,24.03808,25.91919,-34.166954,8.011221,0.25229847,-7.4855065,7.476131,-7.564952,2458.330611717226,0.10778532059061488,0.27213737,female6
-282.7122,-9.686981,-93.15507,12.626859,-30.675043,-6.7135835,21.630482,-7.9781914,17.315878,-25.4168,-8.285763,8.956747,-5.8823857,2555.3124390351154,0.12047582165948276,0.24376762,female6
-424.09784,-24.82325,-5.6333976,60.108017,-17.331003,-39.07432,13.70938,-30.381716,-22.834286,0.96625656,-2.6747332,9.280426,-6.66456,3067.4292139321474,0.17072197094298244,0.22882088,female6
-354.26636,16.014082,-35.313225,-17.22948,-50.9809,4.1303544,27.35768,-22.528416,4.2017527,3.6236737,-3.2032938,7.185104,-8.147849,1995.5386165787086,0.08215855765264027,0.22421809,female6
-433.71173,-4.1240087,24.001005,-4.4182796,-16.024107,17.763182,3.7401993,-28.365625,-29.056355,-6.9712877,-3.6520603,7.626371,-9.53573,2535.855199781229,0.05097251940684713,0.20810804,female6
-392.73108,69.0727,-40.218834,-27.081608,-36.345943,7.6824436,31.545795,-18.663355,-5.1437526,2.38825,-1.845175,-8.908594,4.463114,1769.5823483958175,0.0653347439236111,0.23398757,female6
-387.66223,51.060997,-41.11025,3.4574144,-19.17503,-27.861273,7.05153,-4.4039106,17.602537,-5.769805,-8.091223,-2.7946897,-2.6414866,1958.253537634836,0.057697233606557374,0.2036896,female6
-440.40662,9.423543,17.082733,51.15413,-9.450174,-29.95724,15.228869,-19.74875,-22.618187,-11.068306,-5.8161235,-4.621296,-4.2474794,2005.868082362528,0.03937679597701149,0.1798707,female6
-434.4807,86.78858,18.34248,-10.423907,-46.11399,-5.457424,28.861286,-5.9484115,-10.699054,1.691916,4.112524,5.408953,13.588985,1283.8004271371287,0.04956317204301075,0.20780692,female6
-459.50528,85.32731,34.810886,-5.807809,3.0651238,11.355701,30.391417,-2.126023,-20.088013,-8.622734,-1.182748,12.336538,1.7519225,1088.5918509508294,0.03475864955357143,0.1895816,female6
-376.33267,79.644424,-61.602325,-19.426716,-48.367138,9.1744995,32.537495,-22.496069,-10.150245,2.8877556,3.3717706,-5.742174,4.8172045,1633.0291287387765,0.08031421703296704,0.29986343,female6
-375.83878,54.923832,-64.09893,28.038164,-18.236744,-37.189697,-2.9266195,-14.503633,13.431934,-7.1015534,-4.017571,7.814477,-7.5044246,1884.2254318619212,0.06918529753989362,0.25566527,female6
-370.21564,-2.85271,-15.900697,62.41697,-1.2730535,-42.751114,11.223239,-20.69982,-24.334719,-15.565926,-10.136644,5.301168,-21.210127,2536.7463390319153,0.07204511088709678,0.22883753,female6
-406.24567,84.354515,-24.527054,-9.957896,-54.802628,-17.320925,28.460752,-15.364087,-12.809651,1.4460189,-1.0998414,1.5848242,9.4519205,1330.4247908247423,0.056626263786764705,0.28590313,female6
-461.76773,74.931526,20.261406,-3.0492532,-6.129108,-0.8357045,29.04272,-1.5940787,-21.662197,-7.155919,-11.437579,9.569023,-9.705249,1283.8063029579273,0.03435253042035398,0.2681778,female6
-356.15485,43.786564,-69.83655,-17.090805,-50.26898,-5.3449855,39.112274,-34.076412,-6.795499,0.19273473,3.7591271,12.372482,7.997228,1869.938896746922,0.09177541208791208,0.26626182,female6
-326.4213,20.58874,-66.71637,30.912415,-17.2885,-44.85904,-8.180805,-20.14859,5.095166,1.4626675,-1.7379433,18.073095,4.796053,2004.2784025973358,0.08885701497395833,0.285592,female6
-330.84665,-16.274326,-29.633879,43.3097,-12.308357,-43.78267,2.4400976,-21.179617,-23.14834,-6.9944825,-5.4517198,16.595497,-6.1359897,2353.5611845736894,0.06689967105263157,0.2436728,female6
-360.84555,45.51009,-25.871569,-16.928322,-55.89509,-30.282612,26.880293,-15.143382,-11.5330715,4.604661,-5.414888,6.6664977,17.952833,1563.1238705346482,0.07509035484813084,0.24122839,female6
-350.0387,27.968033,-5.0644073,-15.489454,-26.019924,-3.9285314,11.804728,-19.942757,-36.728592,-4.421327,-4.1848702,22.205214,2.359238,1581.796825577048,0.042891652960526314,0.2407294,female6
-446.2281,85.69458,-53.669464,-12.234686,-46.81439,12.968688,32.720284,-18.531021,-5.412937,5.7744284,0.63507795,-3.0060859,3.8668423,1510.107076515509,0.06920992943548387,0.28689617,female6
-393.46832,67.05384,-64.42961,29.011805,-18.454031,-38.58732,-5.064852,-13.896842,15.0366125,-9.987001,-2.971444,5.0366945,-10.344718,1826.2891927583578,0.07148656952247191,0.22700433,female6
-428.67685,9.275982,-8.801562,62.363384,-0.24053961,-36.702698,9.988583,-16.655138,-24.552883,-17.327892,-6.9429264,2.6015408,-18.04229,2216.68643947525,0.0519759807180851,0.21904495,female6
-428.435,97.76677,-18.599081,-11.088668,-59.187565,-11.361595,26.981981,-15.991966,-13.402917,-1.6812363,0.170102,-0.012893024,9.726637,1140.8529454911968,0.05479895550271739,0.2644659,female6
-469.09857,78.22946,20.46246,-5.0060406,-7.863766,2.7745054,25.619148,-6.5879316,-23.735369,-11.643417,-9.06323,8.078941,-8.039871,1069.8286302277736,0.029230057565789475,0.22761153,female6
-403.65942,51.135017,-63.00032,-16.298203,-60.28224,8.0619,34.356804,-30.297514,-7.964563,2.235602,5.7982516,11.830557,12.570275,1733.051062331016,0.09520517481435643,0.27279526,female6
-376.4016,35.575283,-73.983505,16.295982,-27.371754,-37.707653,-4.616647,-15.903273,12.916414,1.8879771,-5.979751,15.706058,2.463333,1922.7141378085812,0.07018324908088236,0.22430345,female6
-384.12332,-4.857531,-27.084486,46.808754,-15.902772,-42.596016,2.2095978,-23.282043,-23.512253,-11.196534,0.09520311,13.698811,-8.309563,2173.01655815742,0.054596282623626376,0.19601542,female6
-398.60724,57.42931,-28.632465,-15.951562,-65.89762,-17.043514,30.540005,-16.633268,-8.024601,2.3728974,-2.0150824,5.475858,17.114258,1414.1704831264105,0.06596403301886793,0.25591046,female6
-400.40634,40.351814,-6.0028186,-12.7119665,-29.617962,-2.735257,14.119471,-22.767065,-28.254288,-3.492141,-1.7862428,19.309647,-1.3419766,1330.2272508445233,0.03837002840909091,0.25703573,female6
-369.82556,133.92537,-12.225557,38.482162,-31.7353,-8.576247,16.768719,-22.172985,-14.402451,1.065051,0.8955572,1.9545802,3.2727,1309.6175054773478,0.03875388561839789,0.2905322,female6
-367.72934,137.68045,-38.48177,54.38399,5.3706737,-15.421341,2.8938947,-36.02113,-8.57531,2.6598508,-0.24049582,-5.524321,0.049107913,1382.5413679024707,0.040763833244301995,0.3420856,female6
-328.29858,124.09942,-47.000664,80.122055,8.416098,-25.730415,-8.160903,-24.264656,-13.830813,-11.288267,-4.019888,6.0698957,2.8861148,1578.6035285495789,0.04169657144201807,0.2955541,female6
-358.61093,150.75511,-32.417336,37.347084,-25.629812,-9.024415,25.022825,-34.991302,-21.185284,-4.848969,9.611388,-0.21273914,-1.3513873,1291.11448465963,0.03936837733477012,0.31768447,female6
-351.89075,154.6997,-29.102133,39.592045,-10.6996,-8.10529,28.02116,-22.711617,-27.36645,-2.3959792,12.048672,2.2990448,1.256518,1150.277702195361,0.03541345730633803,0.29606372,female6
-344.65005,76.364296,-60.45645,-13.609312,-61.150658,-16.374987,43.46675,-25.146719,-12.465602,1.6152627,-1.5685736,2.9743757,3.6375635,1610.3447284358979,0.08043703258547008,0.26716787,female6
-297.39554,32.621582,-62.4202,42.21593,4.6726823,-53.683212,-11.052416,-30.483494,2.0801713,-13.945497,-15.228554,14.889673,-3.1907659,2116.7494454499056,0.09160373868384401,0.20508671,female6
-307.18887,-18.40519,-21.60595,59.568222,6.2861977,-42.32456,7.1823087,-19.901539,-24.38218,-18.31662,-17.287937,8.427318,-17.074947,2571.2638930545786,0.05735298999645892,0.18903573,female6
-327.54733,57.58266,-6.7579246,-1.9833027,-41.75947,-37.16168,26.763058,-18.805378,-19.56861,-1.6745906,-13.965976,-7.741564,17.016119,1590.9980865203165,0.06082400760135135,0.20284243,female6
-370.8815,36.955315,10.5063,-4.7913203,-10.800346,-12.686753,16.976318,-16.025537,-34.49687,-17.937012,-20.191816,4.6913643,-6.8274016,1713.8476427831959,0.044025421142578125,0.19991302,female6
-321.86487,37.4154,-54.873955,-20.39544,-60.67515,-23.589493,45.30964,-26.09995,-13.035693,1.9839505,-6.539352,10.522461,8.540769,1863.7307198783496,0.08624595724126344,0.23148955,female6
-311.03152,20.4104,-61.68819,17.162334,-12.297606,-43.17697,-13.429343,-25.724043,-0.0049835043,6.037536,-7.35393,10.78821,5.2487206,1970.7720660828347,0.07794744318181818,0.2116278,female6
-312.8252,-15.644282,-37.021557,36.76465,-8.652411,-41.584023,-4.810258,-24.522898,-17.723722,-4.6336055,-13.900327,19.251844,-5.284965,2347.787219916203,0.06640492674457994,0.1887412,female6
-341.4438,34.61734,-21.602688,-17.828756,-53.47729,-40.90423,30.76228,-16.8202,-15.497181,7.947593,-17.579966,5.417225,17.755245,1712.1197915095793,0.07745425575657895,0.20429431,female6
-338.43634,18.816912,-7.0500355,-9.601047,-25.794716,-14.164884,7.4688635,-17.541685,-33.842842,0.43296295,-12.043553,12.264024,2.4562378,1659.79425943634,0.04966552734375,0.18527164,female6
-402.78314,74.49876,-38.395367,-12.042679,-60.885536,-10.581407,48.42473,-27.756424,-7.6267705,-1.906333,0.97991276,-1.0642924,7.1594605,1589.033462257953,0.0755953017979452,0.24831925,female6
-370.87692,53.299416,-62.54102,29.68914,-12.538406,-43.178185,-1.8199753,-33.163254,17.952415,-1.1440916,-8.22349,7.118436,-5.718368,1900.5523124289684,0.07340898329889807,0.19912541,female6
-423.7763,3.0015893,-14.279777,63.9333,7.0885777,-36.265762,10.210471,-21.804325,-17.39429,-16.706003,-15.017377,6.736695,-16.058048,2107.0127634370047,0.036987642832409975,0.17922427,female6
-422.20724,73.927086,-3.903455,0.8152158,-46.226803,-36.050636,25.02688,-16.065657,-21.436825,-0.119044945,-12.067836,-7.623464,12.391972,1274.3353524536133,0.05059635416666667,0.19108798,female6
-448.18042,53.58612,13.175776,-1.3285474,-15.450867,-6.8947268,15.645515,-13.14885,-24.427637,-18.510874,-16.323576,2.9386904,-10.677087,1145.0628103830504,0.03180540347035041,0.18254831,female6
-402.79657,36.33416,-43.916416,-16.254398,-59.894257,-14.238949,46.437416,-27.7743,-9.325903,2.1282723,-0.62684214,18.968596,13.246931,1855.2424227776835,0.0861796875,0.22941303,female6
-372.80768,15.465877,-45.507977,20.572454,-10.088198,-37.151127,-10.986774,-25.79668,-0.40632665,7.2380524,-2.76015,12.197326,6.853105,2026.5641949155706,0.07321414001305483,0.21929158,female6
-412.02573,1.6380705,-29.160511,37.827675,-9.5929365,-38.314262,-1.7526335,-21.939407,-13.379458,-5.086799,-8.692481,20.0414,1.3015598,1905.9234555774892,0.051266877547554345,0.18726146,female6
-436.3461,35.379826,-11.759228,-8.836839,-38.58232,-23.046356,22.38921,-13.542,-15.8766,5.3330736,-8.718226,6.9288797,15.737372,1532.645654074229,0.06406177303039702,0.23536746,female6
-464.76324,34.221592,-0.9593365,-5.5368824,-21.393545,-11.387303,9.718154,-15.507881,-25.406422,-3.0152125,-6.563715,15.891245,3.5001757,1225.373806421896,0.041250910783678756,0.19236444,female6
-436.3554,73.07971,-37.034794,-5.8923483,-62.26741,-0.72195345,48.594204,-25.11016,-6.452584,2.320826,0.35104907,4.312914,10.505055,1602.876406195588,0.09147223395270271,0.22511432,female6
-408.98618,60.01828,-56.864567,15.719735,-18.803238,-28.090181,4.5512447,-24.32419,21.964502,1.0209264,-2.863444,-2.4434834,-1.4737898,1766.5304562932051,0.07023983909970238,0.17660417,female6
-464.67444,-2.2245243,5.452238,61.578693,-4.672234,-21.520456,11.917641,-19.431726,-17.745403,-12.587176,-5.3586197,0.24359696,-11.947798,1886.3045576123766,0.04065010372528249,0.17092372,female6
-488.19037,85.84752,11.086144,-1.5114372,-53.508392,-21.823938,27.783175,-15.539461,-10.576965,1.4513276,-11.788918,1.7101825,13.310259,1122.652775634763,0.052823021298363096,0.17701112,female6
-503.7129,72.081505,17.80854,-1.2739607,-15.66979,1.1274829,20.760847,-12.991925,-20.708012,-19.403145,-8.986304,2.126754,-5.4743996,951.7123262324842,0.031295687134502925,0.18831559,female6
-377.19992,68.72502,-49.728363,-12.985769,-60.982307,-8.453022,44.46657,-30.058643,-5.428113,-1.7348975,0.42920092,0.58817446,3.8119876,1694.9352638343871,0.08486458333333333,0.25871703,female6
-364.48285,53.551624,-70.336334,19.417982,-14.5453615,-37.705452,-0.51810735,-31.801332,17.030447,13.146884,-7.604631,1.6794841,-5.5334144,1907.145515114644,0.0724423234633978,0.22098902,female6
-371.07272,-15.95625,-16.626715,56.889057,7.8355427,-36.527435,5.357707,-14.2039,-26.03429,-12.123766,-18.627794,5.2890105,-11.78547,2478.526481841324,0.051167582417582416,0.18652587,female6
-398.85934,76.39622,-11.038795,-9.593022,-51.42823,-35.47387,28.452927,-18.804354,-16.196117,4.3787947,-9.824931,-4.2744546,14.268199,1372.3533698928406,0.061376302083333334,0.19485034,female6
-398.13025,42.27337,7.4642024,-1.970605,-15.557388,-4.7084513,18.198296,-10.504811,-30.668266,-14.103591,-21.84557,7.2239604,-13.171079,1474.6833528744712,0.03352693256578947,0.20480187,female6
-384.0647,58.038013,-83.086716,-12.497261,-72.433784,31.226261,33.52144,-18.438004,5.7617435,-0.55011564,10.390881,-10.435693,13.914716,2097.3065801379826,0.10679068216463415,0.28341082,female6
-363.34366,6.2147746,-79.022804,18.84942,-44.83319,-12.610977,-3.4262176,8.036427,25.619432,-8.063037,7.8453627,-2.9566877,6.0163913,2606.848699692676,0.107000103820598,0.2526857,female6
-486.1323,-13.229727,2.6738207,74.77465,-28.335218,-7.1139007,2.1840477,-16.414764,-22.076227,-14.900826,10.577456,-16.154377,11.661205,2566.126733147107,0.05616389094172297,0.18577625,female6
-417.15674,49.559784,-8.522756,-19.792738,-80.70658,-6.160849,14.656137,-4.1222644,5.817677,-5.768139,12.582362,-7.6579638,24.31602,1647.7403210243035,0.06568603515625,0.20596237,female6
-506.2989,54.843742,29.825785,-8.875207,-47.13324,2.6331344,0.75196147,-8.039855,-6.463742,-16.989407,-5.4272137,-2.0041826,-3.1915894,1549.4515578083208,0.04193417388613861,0.19543111,female6
-522.7344,71.898056,-12.748856,32.478172,-1.5522459,-13.282177,11.397184,-19.445042,3.278354,-6.6534367,-1.7999636,2.5108817,-5.298172,2021.0783189969954,0.07651496248623348,0.27450466,female6
-491.437,37.860233,-35.36248,-2.4491262,-29.415846,-19.429667,15.555217,-21.033968,-5.1363506,-1.5353603,-8.697109,4.7166266,6.843507,1857.1650581837912,0.08625004535119969,0.19927563,female6
-516.4944,52.98813,-29.971134,0.4532335,-40.265316,-16.5999,26.68328,-25.15016,-5.37752,-3.0610104,-11.783619,4.3771305,5.561595,1815.5238305219218,0.09094340371117085,0.22507787,female6
-543.10535,55.798244,-15.353204,23.609474,-10.990104,-18.43851,7.73665,-25.585604,1.8596693,-7.642167,-4.9104366,3.9389665,-7.7083964,1893.2869705957835,0.0689892578125,0.20229529,female6
-453.0649,43.1224,-42.854122,0.7987015,-29.168604,-24.759398,14.575374,-25.435366,-7.828405,-2.8304784,-11.262931,4.9618125,6.8759313,1872.4037831736039,0.08695185516640867,0.21011193,female6
-425.21097,44.290794,-32.158916,0.29960534,-36.935043,-22.985495,23.242586,-22.467293,-9.713673,-2.3987224,-16.638306,0.059676427,3.7348106,1896.9401096417162,0.08911835375449641,0.25192472,female6
-486.95465,59.149635,-20.029846,23.249063,-5.0875335,-22.444363,12.396016,-23.776468,-4.347671,-4.4097514,-11.51082,6.354658,-6.861525,2031.4973022746371,0.08059578954646018,0.24117413,female6
-451.8402,22.821524,-51.46339,-14.724518,-50.7004,-18.627186,42.564026,-30.356613,-10.898043,11.315852,8.653128,22.426825,10.780926,2077.9606147422483,0.0853225218658892,0.23217364,female6
-419.6947,8.761647,-59.287598,16.470945,-10.160711,-38.425156,-7.1980305,-27.541906,-1.5167086,16.562391,-1.1304876,18.446594,7.523398,2190.6053491414914,0.07981178977272728,0.21507092,female6
-444.13998,-9.671773,-34.356747,30.308971,-8.348201,-36.132885,-5.147003,-18.85365,-10.099363,3.9219337,2.4079394,24.91666,2.589184,2281.3867122925503,0.051605224609375,0.19625875,female6
-455.0993,25.47577,-21.663765,-13.767559,-40.996902,-30.538767,23.271053,-21.434303,-15.421655,14.269117,2.0059578,13.672203,18.007774,1843.0943137360955,0.0745054183467742,0.18838562,female6
-467.06894,21.72316,-10.396907,-12.952999,-21.53449,-18.93729,9.534196,-20.13657,-21.932703,7.338148,1.1065359,16.980078,11.204552,1576.0775151316225,0.05057648689516129,0.17213863,female6
-496.74936,68.91828,4.7230964,-29.469347,-49.746365,-23.736063,24.39151,-25.478403,-13.096187,9.94031,0.19017087,18.721294,13.565806,1948.9669862646651,0.0736423927017405,0.24984397,female6
-538.3874,46.020924,-8.464272,15.389152,1.1674231,-30.372833,-13.205745,-13.624905,-2.8480225,3.564483,-5.1554246,10.162749,7.683717,1653.053575312134,0.06963781408361487,0.25973508,female6
-586.46545,32.587757,-9.51403,26.090765,-2.7971876,-29.974665,-7.067524,-8.593526,-8.184826,-0.6806228,3.542299,14.590662,-2.374298,1620.6311548872693,0.05120849609375,0.21624215,female6
-559.6959,71.94728,17.699387,-16.844824,-35.739807,-22.51735,-0.53605425,-2.142068,-5.7135453,2.500526,0.85726476,2.315787,9.248709,1101.9400735297736,0.050889381487889275,0.21749726,female6
-632.89935,66.681404,23.663143,0.15658143,-11.649483,-3.8816605,6.338955,-1.2300987,-8.517756,-6.9395685,-3.777639,-1.8406118,2.1601787,1246.1086945585841,0.044128986266294225,0.29945633,female6
-414.46802,22.799757,-47.830795,-16.243206,-46.501884,-18.743593,30.36398,-29.085358,-11.753749,18.374855,11.072529,22.135704,5.4652805,1954.441285793584,0.08555261948529412,0.21776168,female6
-428.88736,12.507152,-50.010258,19.630981,-8.426491,-41.957817,-13.207611,-23.172571,-3.2343464,11.299839,2.9805062,21.982246,6.4502916,1836.750695911938,0.0736640625,0.1806106,female6
-457.4115,1.6090739,-31.628124,25.020756,-7.928708,-38.62333,-5.520237,-19.941662,-6.9376388,9.450599,2.3613102,20.772451,4.0485125,1975.0623097626712,0.05556625692851682,0.1685891,female6
-434.69858,25.26585,-16.505318,-11.824621,-33.289486,-30.560345,13.937364,-20.488972,-19.205202,13.691927,4.326893,15.070414,18.16469,1524.5721614132435,0.058776558701377636,0.18347923,female6
-438.57202,22.507431,-8.7360525,-12.349818,-19.413143,-21.048769,2.9261887,-18.805212,-17.462955,11.110054,9.421445,19.054773,3.3921254,1481.50666144016,0.04778016675420168,0.16117214,female6
-496.62936,41.12865,-52.283253,-16.458918,-55.542355,-13.619329,39.954895,-30.385746,-9.565038,14.464341,12.547808,24.922007,14.756962,1749.007931015117,0.08022099829180064,0.23090267,female6
-470.52066,21.769733,-51.24777,18.833622,-13.569715,-37.641167,-9.4492235,-30.782784,-0.18514793,17.97077,5.5001445,22.432497,9.021242,1759.7019692263582,0.060928714316609,0.17921221,female6
-504.45905,5.453477,-34.162975,37.56463,-10.588869,-39.311707,-0.106834225,-22.004875,-7.4360623,0.5391062,5.753356,27.832687,2.7354286,1963.2293451091782,0.04682360197368421,0.16814587,female6
-518.6525,35.083225,-12.699331,-9.553883,-43.320675,-33.4592,29.386005,-27.029743,-12.8830385,20.02326,0.16448975,20.226652,17.88466,1559.136071214297,0.06117867134712838,0.18584016,female6
-539.4815,38.591347,-4.760338,-7.2949595,-25.708221,-19.921156,12.264475,-15.623003,-17.766369,9.257752,8.055623,23.118727,8.940578,1243.4852621056266,0.045762894544314384,0.17908192,female6
-568.3446,52.375942,-46.30447,-18.44926,-64.19192,5.679448,41.171097,-19.874899,2.9542773,9.473165,8.884003,20.591377,11.486245,1699.1289544319347,0.08142357709639499,0.17633796,female6
-515.59656,16.423727,-38.634995,27.276377,-15.036407,-39.248196,-11.354278,-16.362898,9.61687,10.348482,7.4271274,23.717968,4.7993555,1982.5232467566718,0.07482074058219178,0.16286136,female6
-548.73956,-6.984333,-5.120966,29.262903,-13.1093,-30.585907,5.052456,-17.624422,-3.8479118,4.3610845,8.959876,22.734833,-1.3575759,2005.2924648052744,0.051332480400696864,0.14760949,female6
-558.65094,41.92442,-1.3791748,-13.048437,-40.920517,-21.156094,6.9636183,-8.765355,0.39552087,11.107223,5.7570305,9.203782,15.369193,1336.3826024325176,0.06618088942307693,0.15464628,female6
-578.9914,30.90995,9.865439,-3.781737,-23.691902,-7.808522,4.3798614,-9.103888,-5.341999,0.9563283,10.833393,16.57143,9.705138,1217.7289799013843,0.04671913171824104,0.16896123,female6
-419.81302,43.64985,-67.62435,-21.069092,-59.06474,-15.72449,36.406357,-32.264027,-15.105601,8.198205,6.5349264,20.49737,14.495867,1764.9677226012282,0.08898470603813559,0.25398314,female6
-398.51248,17.635149,-74.00007,21.605719,-11.10649,-43.482903,-19.257858,-25.78504,2.8950026,0.5382206,4.282768,23.615126,10.14838,1996.5670096538367,0.07954292704626334,0.23164311,female6
-417.37735,-3.7799714,-40.814213,34.615604,-10.526534,-38.972595,-8.710052,-18.006886,-11.930578,-7.9258556,7.3130326,20.045916,-2.7179725,2220.416736575329,0.06701916247814685,0.21413487,female6
-433.98056,42.930477,-10.283373,-18.898174,-49.704933,-29.643492,10.780995,-19.008657,-13.912013,6.397743,2.393134,7.942629,20.591024,1352.6683192599562,0.05766352075729927,0.20311654,female6
-426.5552,24.634626,-12.7586155,-13.990241,-27.11209,-6.7115245,4.6740055,-22.569084,-21.991175,3.4405606,10.395744,23.222887,5.6996536,1555.332613919398,0.044660236241467574,0.21163645,female6
-440.46887,42.676033,-50.799465,-29.430561,-46.344337,-8.211443,34.743137,-26.16518,-9.945461,14.986931,9.660742,17.480864,7.7071576,1892.208310313209,0.08234984485815602,0.21959385,female6
-422.20438,32.12073,-56.552902,4.599381,-15.012785,-33.736908,-12.368073,-23.726109,7.5699944,15.690437,7.2329917,13.688682,7.4311805,1854.0178455222926,0.0693449463791513,0.18876928,female6
-456.10815,7.243364,-30.579496,28.298426,-8.052711,-40.12991,-4.736314,-16.460632,-5.1135426,-5.355593,9.484725,19.496508,3.7956889,2054.3929699145197,0.05641917402416357,0.17767777,female6
-435.383,48.804165,-10.178366,-27.607489,-46.630554,-27.264477,17.415861,-8.537748,-12.820034,10.771906,7.2980886,9.114569,26.210243,1479.9369263128424,0.06009160920818506,0.16956356,female6
-474.53616,47.709686,-1.7633619,-17.140165,-27.08313,-8.058562,6.761679,-10.146656,-14.65696,1.9039965,13.531903,17.712189,17.904758,1330.3194671713254,0.047273671582397,0.16761279,female6
-313.54532,6.3914175,-70.77075,-17.688526,-44.76123,8.063148,39.907562,-36.506237,6.404625,-4.260101,-8.31005,6.372637,-6.0673394,2304.1449880187233,0.10054078820633562,0.25753516,female6
-301.44803,0.35437617,-86.30616,8.445363,-26.70584,-20.829489,15.049094,-11.39067,21.918625,-13.480557,-18.011906,3.0867388,-4.4680696,2302.5314988924993,0.09157696207061068,0.22895242,female6
-409.5337,-27.004908,-4.476162,49.22998,-7.910085,-37.50017,11.5494175,-22.437511,-21.5156,-12.364911,-2.5155861,8.224384,-10.970841,2722.087001553003,0.07797762784090909,0.21066214,female6
-341.96582,12.64438,-38.7108,-23.764559,-43.80439,-2.1809208,34.737114,-25.834791,3.0103476,-1.5740894,-4.516752,5.681654,-4.2244654,1913.578440036948,0.08043619791666666,0.22005562,female6
-440.168,31.41819,14.791478,-7.8421025,-24.498625,-0.8581546,11.2079315,-20.678137,-29.08455,-10.472148,-16.261585,13.775029,-2.8482442,1664.1527527330038,0.04148964986313869,0.19356008,female6
-361.82535,64.53645,-64.72996,-25.774712,-23.130995,14.41528,19.436413,-23.133192,-1.9561532,2.9060674,-9.061791,-7.0055757,8.345126,1843.9947388482226,0.07626540939529221,0.24274342,female6
-330.03525,40.07706,-59.703026,3.475857,-29.726824,-20.446096,10.135391,-0.3655594,7.9962826,-20.595356,-7.467147,0.8263673,-4.5572224,2171.863705464688,0.0680713718220339,0.1893062,female6
-395.41986,21.415041,21.695208,45.467403,-22.495419,-25.297579,13.768165,-14.670187,-17.239254,-6.0143805,-0.24381976,-12.495401,11.255399,2059.0041440326668,0.04169785768728223,0.17128107,female6
-389.16037,85.18551,19.02913,-24.356594,-52.612053,-2.9370704,22.32263,-6.648648,-4.4127765,-0.30640823,7.309324,1.382604,19.747698,1388.707108905388,0.06048648685954064,0.1923965,female6
-389.82794,85.53095,39.25951,3.3902175,-6.9580116,13.500643,25.124472,1.2047538,-9.229017,-9.139264,8.320771,8.120146,10.453667,1162.0462738144429,0.03442046066810345,0.1862654,female6
-361.69757,52.480644,-65.29524,-16.09174,-59.582653,-2.693367,37.795692,-28.956678,-6.4550934,-2.9809425,-0.0048977034,2.6589105,8.060475,1768.8803814750208,0.08805828783885543,0.2794588,female6
-355.51605,29.208286,-65.171005,26.363447,-15.220861,-37.893353,-4.9421563,-19.693733,13.868268,1.3065109,-10.508349,6.455858,-0.85109466,2061.0418347530826,0.09565402409217877,0.27500656,female6
-356.70557,-17.925362,-18.298738,48.501087,-1.1539161,-36.72035,5.8437953,-14.803224,-22.59862,-14.147389,-12.046191,7.582808,-10.881317,2461.72154700191,0.059499049831081084,0.2433249,female6
-370.8947,47.474033,-4.903963,-5.2277565,-47.97947,-24.806364,22.247244,-14.814558,-16.869362,0.91132635,-11.236224,-0.8357889,16.174566,1626.6136987653101,0.06211282749368687,0.22548059,female6
-384.7974,38.511772,6.9721212,-3.2649486,-14.20051,-1.1023893,16.927725,-12.815095,-31.601742,-11.96421,-12.496961,14.443169,-4.9153285,1564.0678882180905,0.03521692400147929,0.22006015,female6
